Query: 301
[112494, 5.597601]
[468559, 7.99649]
[178434, 7.981761]
[420984, 7.555362]
[522880, 7.388702]
[432459, 7.201546]
[427582, 7.082272]Query: 695
[525730, 11.119317]
[440361, 9.665874]
[194370, 9.523709]
[201539, 9.382216]
[390418, 9.011555]
[499872, 8.601441]
[506134, 8.438468]
[257956, 8.430883]
[497348, 8.38329]
[346986, 8.256766]Query: 696
[493897, 7.517226]
[479916, 7.471483]
[513168, 7.253539]
[411790, 7.191133]
[520450, 7.022058]
[319774, 6.803733]
[452813, 6.693113]
[211203, 6.6326]
[472990, 6.623978]
[415646, 6.297228]Query: 697
[320167, 6.802726]
[370009, 6.782751]
[398680, 6.652999]
[243378, 6.61021]
[97362, 6.558668]
[320164, 6.518295]
[298953, 6.489457]
[320258, 6.482602]
[188673, 6.476591]
[345768, 6.427203]Query: 698
[61250, 8.001189]
[442348, 6.636948]
[475687, 6.595037]
[322694, 6.399902]
[95208, 6.032223]
[156140, 5.817241]
[485907, 5.809748]
[145889, 5.760421]
[156139, 5.729682]
[141797, 5.681196]Query: 699
[379570, 3.351593]
[454754, 3.350687]
[482705, 3.260176]
[452174, 3.25334]
[441604, 3.249344]
[458594, 3.243374]
[426320, 3.230691]
[489922, 3.228759]
[519299, 3.213968]
[512231, 3.205591]Query: 700
[472340, 6.86106]
[485485, 6.413162]
[136196, 6.11364]
[74015, 6.098705]
[171319, 6.086173]
[142424, 6.060612]
[178070, 6.033885]
[170115, 6.006691]
[398005, 5.992388]
[457135, 5.967339]
